"os_id","contribution_date","name","address","country_code","country_name","lat","lng","sector","contributor (list)","number_of_workers","parent_company","processing_type_facility_type_raw","facility_type","processing_type","product_type","claim_created_at","claim_name_in_native_language","claim_company_website","claim_company_phone","claim_point_of_contact","claim_point_of_contact_email","claim_office_name","claim_office_address","claim_office_country_code","claim_office_phone_number","claim_description","claim_certifications_standards_regulations","claim_affiliations","claim_minimum_order_quantity","claim_average_lead_time","claim_female_workers_percentage","claim_industry_sectors","claim_location_types","claim_other_location_type","claim_product_types","claim_processing_types","claim_parent_company","claim_number_of_workers","claim_opening_date","claim_closing_date","claim_estimated_annual_throughput_kg_year","claim_energy_coal_j","claim_energy_natural_gas_j","claim_energy_diesel_j","claim_energy_kerosene_j","claim_energy_biomass_j","claim_energy_charcoal_j","claim_energy_animal_waste_j","claim_energy_electricity_mwh","claim_energy_other_j","is_closed","accord_inspections_and_remediation_program.rsc_presence","accord_inspections_and_remediation_program.first_inspection_date","amfori_compliance_status.bsci_audit.expiration_date","amfori_compliance_status.bsci_audit.submission_date","amfori_compliance_status.bepi_audit.expiration_date","amfori_compliance_status.bepi_audit.submission_date","amfori_compliance_status.environmental_risk_assessment.completion_date","amfori_compliance_status.environmental_risk_assessment.expiration_date","climate_trace_emissions.estimated_emissions","climate_trace_emissions.estimated_annual_throughput","climate_trace_emissions.emissions_model","estimated_emissions","labor_solutions_grievance_mechanism.wovo_active","labor_solutions_grievance_mechanism.wovo_active_date","labor_solutions_grievance_mechanism.thematic_coverage","labor_solutions_grievance_mechanism.mechanism_type_ownership","labor_solutions_grievance_mechanism.access_modality","labor_solutions_grievance_mechanism.coverage","rsc_grievance_mechanism.status","rsc_grievance_mechanism.thematic_coverage","rsc_grievance_mechanism.mechanism_type_ownership","rsc_grievance_mechanism.access_modality","rsc_grievance_mechanism.coverage","slcp_assessment.most_recent_assessment_status","slcp_assessment.most_recent_assessment_date","slcp_assessment.assessment_platform","slcp_assessment.verifier_body","slcp_assessment.slcp_facility_id","ulula_grievance_mechanism.status","ulula_grievance_mechanism.start_date","ulula_grievance_mechanism.end_date","ulula_grievance_mechanism.thematic_coverage","ulula_grievance_mechanism.mechanism_type_ownership","ulula_grievance_mechanism.access_modality","ulula_grievance_mechanism.coverage","worldly_assessment_data.fem_assessment.last_date","worldly_assessment_data.fem_assessment.reporting_year","worldly_assessment_data.fem_assessment.verification_status","wrap_certification.certification_status","wrap_certification.issue_date","wrap_certification.expiration_date","mit_living_wage.county_link","mit_living_wage.county_link_text","wage_indicator.living_wage_link_national","wage_indicator.living_wage_link_national_text","wage_indicator.minimum_wage_link_english","wage_indicator.minimum_wage_link_english_text","wage_indicator.minimum_wage_link_national","wage_indicator.minimum_wage_link_national_text"
"AU20242358E7E6S","2024-08-22","Vantiva Supply Chain Solutions - Braeside","9 DeHavilland Rd, Braeside, Victoria 3195","AU","Australia",-37.9866824,145.1002862,"Unspecified","A Brand / Retailer|An Auditor / Certification Scheme / Service Provider|A Civil Society Organization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.org/australia/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/australia","View Minimum Wage in English","https://mywage.org/australia/salary/minimum-wage","View Minimum Wage in national language"
"AU2024235WCWS7C","2024-08-22","Vantiva Supply Chain Solutions - Prestons","68 Jedda Road, Prestons, New South Wales 2170","AU","Australia",-33.9351594,150.8854895,"Unspecified","A Brand / Retailer|An Auditor / Certification Scheme / Service Provider|A Civil Society Organization|A Civil Society Organization|The Walt Disney Company (The Walt Disney Company Facility List 2024)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.org/australia/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/australia","View Minimum Wage in English","https://mywage.org/australia/salary/minimum-wage","View Minimum Wage in national language"
"BE20243252K0JVV","2024-11-20","DHL SUPPLY CHAIN (Belgium)","Oude Sluisweg (WIN) 32, 2880 Bornem, Antwerp, Flanders","BE","Belgium",51.1018236,4.3184941,"Food & Beverage","European Commission: TRACES – TRAde Control and Expert System [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.org/nl-be/werk-in-belgie/leefbaar-loon","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/belgium","View Minimum Wage in English","https://votresalaire.be/salaire/salaire-minimum","View Minimum Wage in national language"
"BR20241214N9MRE","2024-04-29","SUPPLY CHAIN ARMAZÉS GERAIS LTDA. - Bateria de Silos (Silo Range)","RODOVIA BR 020 KM 18 S/N, Formosa, Goiás","BR","Brazil",-15.55611,-47.2008,"Agriculture|Commodities|Crop Production|Farming|Food Industry|Food Manufacturing|Storage","SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM 6XL)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - Sistema de Cadastro National de Unidades Armazenadoras April 2024 Facility List - 2)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - 11)","","","Warehousing / Distribution, Storage, Silo Range, Bateria de Silos","","Storage|Warehousing Distribution|Bateria de Silos|Silo Range|Warehousing Distribution|Silo Range|Storage|Bateria de Silos|Bateria de Silos|Silo Range|Warehousing Distribution|Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://meusalario.org.br/salario-e-renda/salarios-dignos","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/brazil","View Minimum Wage in English","https://wageindicator.org/pt-br/trabalho-em-brasil/salario-minimo/","View Minimum Wage in national language"
"BR2024121QY49PR","2024-04-29","SUPPLY CHAIN ARMAZÉS GERAIS LTDA. - Convencional (Conventional)","RODOVIA BR 020 KM 18 S/N, Formosa, Goiás","BR","Brazil",-15.55654,-47.19892,"Agriculture|Commodities|Crop Production|Farming|Food Industry|Food Manufacturing|Storage","SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM 7XL)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - Sistema de Cadastro National de Unidades Armazenadoras April 2024 Facility List - 2)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - 12)","","","Warehousing / Distribution, Storage","","Storage|Warehousing Distribution|Warehousing Distribution|Storage|Storage|Warehousing Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://meusalario.org.br/salario-e-renda/salarios-dignos","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/brazil","View Minimum Wage in English","https://wageindicator.org/pt-br/trabalho-em-brasil/salario-minimo/","View Minimum Wage in national language"
"BR2025263H2ED5V","2025-09-20","SUPPLY CHAIN ARMAZENS GERAIS LTDA","FAZENDA RODOVIA BR 365 KM 442, FAZENDA SERROTE SERRA, GUIMARANIA - MG, 38730000","BR","Brazil",-18.7986549,-46.748523,"Warehousing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://meusalario.org.br/salario-e-renda/salarios-dignos","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/brazil","View Minimum Wage in English","https://wageindicator.org/pt-br/trabalho-em-brasil/salario-minimo/","View Minimum Wage in national language"
"BR20252681T38WF","2025-09-25","UPGYM SUPPLEMENT SUPPLY CHAIN LTDA","RUA 2 DV SN, DIARIO VILLE 1, RIO CLARO - SP, 13503560","BR","Brazil",-22.4249173,-47.5835559,"Food|Food & Beverage|Food Industry|Food Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://meusalario.org.br/salario-e-renda/salarios-dignos","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/brazil","View Minimum Wage in English","https://wageindicator.org/pt-br/trabalho-em-brasil/salario-minimo/","View Minimum Wage in national language"
"BR2025293HERJ0M","2025-10-20","SUPPLY CHAIN SERVICOS LTDA","PRACA VERA CRUZ 00010, GALPAO, PENHA, RIO DE JANEIRO - RJ, 21020180","BR","Brazil",-22.8289788,-43.2741909,"Construction|Wholesale Trade","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://meusalario.org.br/salario-e-renda/salarios-dignos","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/brazil","View Minimum Wage in English","https://wageindicator.org/pt-br/trabalho-em-brasil/salario-minimo/","View Minimum Wage in national language"
"BR20252953S6W0B","2025-10-22","TECHWIND SUPPLY CHAIN SOLUTIONS LTDA","RUA CORONEL NOGUEIRA PADILHA 2595, GALPAO 17, VILA HORTENCIA, SOROCABA - SP, 18020000","BR","Brazil",-23.5133261,-47.42991259999999,"Manufacturing|Wholesale Trade","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://meusalario.org.br/salario-e-renda/salarios-dignos","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/brazil","View Minimum Wage in English","https://wageindicator.org/pt-br/trabalho-em-brasil/salario-minimo/","View Minimum Wage in national language"
"CA2024241DHR49P","2024-08-27","Seaforth Supply Chain Solution Inc.","7167 Progress Way V4G 1K8 Delta, Canada","CA","Canada",49.1339028,-123.0278695,"Food Industry|Trucking|Warehousing","Ecocert [Public List] (Ecocert [Canada] Facility List 3 - Aug 2024)|Ecocert [Public List] (Ecocert [Canada] Facility List 2 - Aug 2024)","","","Handler | Manufacturer | Processor","","Processor|Manufacturer|Handler"," Plants | Logistics | Processes| Derived Products ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.ca/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/canada","View Minimum Wage in English","https://wageindicator.org/en-ca/work-in-canada/minimum-wage","View Minimum Wage in national language"
"CA202427506C07K","2024-10-01","Seaforth Supply Chain Solutions Inc","3676 Bainbridge Ave #5, Burnaby, BC V5A 2T4, Canada","CA","Canada",49.2514547,-122.9546954,"Unspecified","Canadian Importers Database (CID) [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.ca/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/canada","View Minimum Wage in English","https://wageindicator.org/en-ca/work-in-canada/minimum-wage","View Minimum Wage in national language"
"CA20242752RRGHD","2024-10-01","Proactive Supply Chain Group","175 Claireville Dr, Etobicoke, ON M9W 6K9, Canada","CA","Canada",43.74501,-79.6281767,"Unspecified","Canadian Importers Database (CID) [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.ca/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/canada","View Minimum Wage in English","https://wageindicator.org/en-ca/work-in-canada/minimum-wage","View Minimum Wage in national language"
"CA20242754PJS0Z","2024-10-01","Go Direct Supply Chain Solutions","460 Admiral Blvd, Mississauga, ON L5T 3A3, Canada","CA","Canada",43.6517608,-79.6910071,"Consumer Products|Unspecified|Wholesale Trade","Canada Open Database of Businesses (ODBus) [Public List]|Canadian Importers Database (CID) [Public List]","20-49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.ca/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/canada","View Minimum Wage in English","https://wageindicator.org/en-ca/work-in-canada/minimum-wage","View Minimum Wage in national language"
"CA20252372E64XG","2025-08-25","UPS - SUPPLY CHAIN SOLUTIONS","777 Creditstone Road, Vaughan ON L4K5R5","CA","Canada",43.8103812,-79.5192898,"Storage|Warehousing","Canada Open Database of Businesses (ODBus) [Public List]","100-499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.ca/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/canada","View Minimum Wage in English","https://wageindicator.org/en-ca/work-in-canada/minimum-wage","View Minimum Wage in national language"
"CA202523762RBMR","2025-08-25","METRO SUPPLY CHAIN GROUP","9 West Dr, Brampton ON L6T4T2","CA","Canada",43.69356519999999,-79.71005989999999,"Storage","Canada Open Database of Businesses (ODBus) [Public List]","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.ca/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/canada","View Minimum Wage in English","https://wageindicator.org/en-ca/work-in-canada/minimum-wage","View Minimum Wage in national language"
"CA2025237APRYS8","2025-08-25","LEGACY SUPPLY CHAIN SERVICES - Brampton","1 Kenview Blvd Unit 210, Brampton ON L6T5E6","CA","Canada",43.7303978,-79.6528088,"Storage","Canada Open Database of Businesses (ODBus) [Public List]","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mywage.ca/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/canada","View Minimum Wage in English","https://wageindicator.org/en-ca/work-in-canada/minimum-wage","View Minimum Wage in national language"
"CN20201910W57R0","2020-07-09","ZHEJIANG GLORY SUPPLY CHAIN MANAGEMENT CO., LTD","4-2-5, No.199, Tongji Road, Jiangbei District, Ningbo City, Zhejiang Province, Ningbo","CN","China",29.886756,121.555227,"Apparel","Better Cotton (Better Cotton Initiative June 2020)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2020191GXYP78","2020-07-09","Zhejiang Huabu Supply Chain Management Co., Ltd","10-2-39, No. 715, Changxing Road, Beijiang District, Ningbo","CN","China",29.868336,121.54399,"Apparel|Apparel Accessories|Unspecified","Kmart Australia (Kmart Australia Facility List Nov 2025)|JOG Group (Garcia, CHASIN', Jeans Centre) (JOG Group (Garcia, CHASIN', Jeans Centre) List 2026)|Better Cotton (Better Cotton Initiative June 2020)|Cotton made in Africa [Public List] (Cotton Made in Africa Facility Spinning Mills Fabric Producers List )|Worldly|An Auditor / Certification Scheme / Service Provider|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|MANGO (Mango Factory List 2024)|G-STAR RAW (G-Star Manufacturing List December 2024)","90|1-500|1-1000","ASI GLOBAL LIMITED","Manufacturing|Weaving","","Manufacturing|Weaving","Apparel Accessoires","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2020191ZFDT3R","2020-07-09","Guangzhou Jiafeng supply chain Science and Technology Partnership (Co., Ltd.)","Poly Zhongyu, Dasha Street, Guangzhou","CN","China",23.209343,113.28635,"Apparel","Better Cotton (Better Cotton Initiative June 2020)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2021253CMSDCJ","2021-09-10","NINGBO PRIMARY SUPPLY CHAIN","535 1012# XINCHENG INT'L BUILDING, NINGBO","CN","China",29.868336,121.54399,"Apparel","Marisa [Public List] (Marisa 2021 International facility list)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2021357HSQ2S1","2021-12-23","XIAMEN JUSTSUN SUPPLY CHAIN CO. LTD","UNIT 1803 NO. 165 EAST TAPU ROAD SIMING DISTRICT XIAMEN FUJAN 361008","CN","China",24.50082,118.19323,"Apparel","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V.|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 13)","210|210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2022053C2VGQF","2022-02-22","Shantou Jinzhipin Supply Chain Management","Room 01, Round Office, 3rd Floor, Building 1, Building 2, Section 5, Xiacai Village, West side of Fenghua Road, Waisha Town, Longhu District, Shantou city","CN","China",23.43207,116.75306,"Apparel","A Brand / Retailer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2022077YZ4XSW","2022-03-18","Anqing Anjishuo Supply Chain Management Co., Ltd.","NO.5, ZHONGSHAN ROAD, DAQIAO DEVELOPMENT ZONE, ANQING, Anhui, 246000","CN","China",32.69908,116.72889,"Apparel|Footwear","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Columbia Sportswear Company (Columbia Facility List February 2026)|Columbia Sportswear Company (Columbia Sportswear Company Facility List February 2026)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer","263|263","Anqing Anxin Sporting Goods Co., Ltd.|Anqing Anxin Sporting Goods Co., Ltd."," Embroidery | Cutting | Washing | Down Processing | Seam seal | Samples | Welding| Spinning | Finishing | Lamination | Knitting | Spraying | Coating | Packing | Printing | Injection Molding | Dyeing | Weaving | Sewing |Assembly ","","Packing|Embroidery|Weaving|Washing|Welding|Samples|Printing|Finishing|Dyeing|Spinning|Cutting|Seam seal|Knitting|Assembly|Lamination|Spraying|Sewing|Injection Molding|Coating|Down Processing|Injection Molding|Spraying|Spinning|Assembly|Coating|Finishing|Packing|Samples|Lamination|Cutting|Knitting|Weaving|Down Processing|Embroidery|Washing|Welding|Seam seal|Printing|Sewing|Dyeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2022168Y81N02","2022-06-17","Zhongheng Supply Chain Co. Ltd","25Th Floor, Building 2, Xiqing United International Trade Center, Keqiao Town, Shaoxing City, Zhejiang, China","CN","China",29.7480699,120.55313,"Apparel","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20221748S85AV","2022-06-23","Anhui Yilong Supply Chain Management Co., Ltd.","No. 68, Fanxing Third Road, Guangwu Town, Jieshou City, Anhui Province, .","CN","China",33.37612,115.36862,"Apparel|Unspecified","JOG Group (Garcia, CHASIN', Jeans Centre) (JOG Group (Garcia, CHASIN', Jeans Centre) List 2026)|MANGO (MANGO 2025 Factory List)|A Brand / Retailer|New Look Retailers (New Look Beyond Tier 1 Factory List April 2023)|JOG Group (Garcia, CHASIN', Jeans Centre) (Garcia Support Office July 2024)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|A Brand / Retailer","200|200","Anhui Yilong Supply Chain Management Co., Ltd.","Yarn Mill|spinning| yarn dyeing| yarn finishing|Yarn spinning|Raw Material Processing or Production, Ginning, Spinning, Twisting/Texturizing Facility","Raw Material Processing or Production","Ginning|Spinning|Raw Material Processing or Production|Twisting Texturizing Facility|Yarn spinning|Yarn Mill|yarn finishing|yarn dyeing|spinning","Woven Garments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2022249X3J934","2022-09-06","Hangzhou Sinosky Supply Chain Management Co., Ltd.","Room 205, 2/F, Building 18,, No.18 Huzhou Street, Gongshu District,,","CN","China",30.3239045,120.1379808,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2022300ZW2W4Q","2022-10-27","Shenzhen Hatcher Supply Chain Co., Ltd.","Room 1302, B Unit of ABCD, No. 3 Building, Phase 1, Tian An Cloud Park, Gangtou Community, Bantian Sub-district, Longgang District,Shenzhen, Guangdong, China","CN","China",22.651414,114.067174,"Electronics","Fairphone [Public List] (Fairphone May 2022 Facility List)|A Brand / Retailer","","","","","","Packaging|Labels|Adhesives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN202233642MXSK","2022-12-02","Qingdao Jadary Supply Chain Service Limited Company","ROOM 209-101 ON THE SECOND FLOOR OF OFFICE BUILDING 43 BEIJING ROAD, QINGDAO BONDED PORT DISTRICT","CN","China",36.88576,120.49309,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2022336D4ZRS4","2022-12-02","Jiangsu Jicheng Supply Chain Management Co.,Ltd.","No.2 Xin'an South Road, Daitou Town","CN","China",31.48708,119.52897,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2022341ZW0WXK","2022-12-07","Shenzhen Qianhai Xuan Kai Supply Chain Finance Co.,Ltd.","2406,A Building,Zhongshen Garden,Caitian South Road,Futian District","CN","China",22.5316629,114.0687305,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20223500TRAXR","2022-12-14","Shanli Jewelry Supply Chain (Jiyuan) Limited Company","No.9 Building, Qinyuan Industrial Park Zone A,  China Silver City,  Qinyuan Community,  Jiyuan City, Henan  Province, China, 454650","CN","China",35.0670699,112.60273,"Apparel|Unspecified","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Seasalt Ltd (Seasalt Ltd Tier 1 February 2024)|Seasalt Ltd (Seasalt)","300","","Manufacturing","Final Product Assembly","Manufacturing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
